timestamp,src_ip,dst_ip,src_port,dst_port,seq,ack,payload_len,inter_arrival_time,jitter,retransmission_rate,duplicate_ack_count,rtt_estimate,retransmission,lost_segment,duplicate_ack,packet_lost
1771738538.907514,10.0.0.1,10.0.0.2,57098,5001,608221,29,1448,0.04016399383544922,0.021192322194769804,0.2,0.0,0.014236927032470703,1,0,0,1
1771738538.947661,10.0.0.1,10.0.0.2,57098,5001,614013,29,1448,0.040146827697753906,0.017846798321406128,0.2,0.0,0.014236927032470703,0,1,0,1
1771738538.98781,10.0.0.1,10.0.0.2,57098,5001,615461,29,1448,0.04014897346496582,0.01795746170615756,0.2,0.0,0.014236927032470703,0,0,0,0
1771738539.000205,10.0.0.1,10.0.0.2,57098,5001,612565,29,1448,0.012395143508911133,0.012415572243841815,0.2,0.0,0.014236927032470703,0,0,0,0
1771738539.028378,10.0.0.1,10.0.0.2,57098,5001,616909,29,1448,0.028172969818115234,0.012229192577205068,0.2,0.0,0.014236927032470703,0,0,0,0
1771738539.04029,10.0.0.1,10.0.0.2,57098,5001,618357,29,1448,0.011912107467651367,0.014027362175580363,0.2,0.0,0.014236927032470703,0,0,0,0
1771738540.697211,10.0.0.1,10.0.0.2,57098,5001,616909,29,1448,1.6569209098815918,0.7307364405872188,0.3,0.0,0.014236927032470703,1,0,0,1
1771738542.681204,10.0.0.1,10.0.0.2,57098,5001,616909,29,1448,1.9839930534362793,0.9942927727729736,0.3,0.0,0.014236927032470703,1,0,0,1
1771738542.721244,10.0.0.1,10.0.0.2,57098,5001,621253,29,1448,0.040040016174316406,0.9893088272502161,0.3,0.0,0.014236927032470703,0,1,0,1
1771738542.721246,10.0.0.1,10.0.0.2,57098,5001,622701,29,1448,1.9073486328125e-06,0.9944729300252314,0.3,0.0,0.014236927032470703,0,0,0,0
1771738543.449207,10.0.0.1,10.0.0.2,57098,5001,624149,29,1448,0.7279610633850098,0.9117889168541199,0.2,0.0,0.014236927032470703,0,0,0,0
1771738556.441208,10.0.0.1,10.0.0.2,57098,5001,619805,29,1448,12.992000818252563,5.560691431682777,0.3,0.0,0.014236927032470703,1,0,0,1
1771738556.481348,10.0.0.1,10.0.0.2,57098,5001,625597,29,1448,0.04014015197753906,5.7279235408311955,0.3,0.0,0.014236927032470703,0,0,0,0
1771738556.481353,10.0.0.1,10.0.0.2,57098,5001,627045,29,1448,5.0067901611328125e-06,5.732702332938149,0.3,0.0,0.014236927032470703,0,0,0,0
1771738556.521691,10.0.0.1,10.0.0.2,57098,5001,624149,29,1448,0.04033803939819336,5.727887788713958,0.3,0.0,0.014236927032470703,0,0,0,0
1771738556.534206,10.0.0.1,10.0.0.2,57098,5001,625597,29,1448,0.012514829635620117,5.799828474003286,0.4,0.0,0.014236927032470703,1,0,0,1
1771738556.561785,10.0.0.1,10.0.0.2,57098,5001,628493,29,1448,0.027579069137573242,0.017662446053835126,0.3,0.0,0.014236927032470703,0,0,0,0
1771738556.574282,10.0.0.1,10.0.0.2,57098,5001,629941,29,1448,0.0124969482421875,0.015598200834210802,0.2,0.0,0.014236927032470703,0,0,0,0
1771738556.601872,10.0.0.1,10.0.0.2,57098,5001,631389,29,1448,0.027590036392211914,0.011798359106887908,0.2,0.0,0.014236927032470703,0,0,0,0
